,,,Validation Dataset,,,,,,Probability of being Plankton,,,,TSNE coordinates per model,,,,,,,,
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_597_2017-09-20_16_21_00.715_1354_680.png,Detritus,N,N,N,N,0.9952974,0.9759902,0.80232126,0.99539524,30.115318,-12.281131,24.23108,-52.85169,21.582466,25.898794,40.77994,-12.35745,4
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_931_2017-09-21_00_08_23.959_850_1437.png,Detritus,N,N,N,N,0.85562724,0.9880356,0.98157805,0.56953263,-19.657642,20.426062,23.166264,-48.779823,1.2313215,-17.296888,-31.1019,11.694301,4
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_583_2017-09-21_13_29_38.934_414_1520.png,Detritus,N,N,N,N,0.86676687,0.70819306,0.9465711,0.98535293,6.0770626,-10.521321,-21.701645,-57.825325,10.082053,-18.839188,3.089077,-28.03276,4
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_634_2017-09-22_03_57_39.662_825_774.png,Detritus,Y,N,N,N,0.32067052,0.75946456,0.84525675,0.94291294,-27.356707,50.205307,-24.612831,-62.746685,-13.590229,30.25864,50.715305,14.264039,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_418_2017-09-20_18_23_25.361_1988_212.png,Detritus,N,N,N,Y,0.5803892,0.5595929,0.6530027,0.22532068,19.25187,-13.367373,-7.8972535,-53.420216,0.57121974,38.683647,-46.76559,-15.564988,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_919_2017-09-20_23_57_16.170_723_1038.png,Detritus,N,N,N,Y,0.8671053,0.7611738,0.51813674,0.47840077,-7.367329,33.873962,-17.102428,-54.404167,15.423874,25.254822,36.118793,-20.200663,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_635_2017-09-27_12_02_43.349_527_1987.png,Detritus,N,Y,N,N,0.64208716,0.12869918,0.6069829,0.5650958,-12.470807,28.03489,-0.5028368,-54.631767,6.7078457,22.36928,35.40711,25.225264,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_630_2017-09-30_12_00_31.607_232_1055.png,Detritus,N,N,N,Y,0.5512277,0.9602055,0.7186437,0.38780454,-33.990288,55.116844,-15.651483,-69.112236,-11.999049,40.941666,36.712334,30.98036,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_685_2017-09-29_18_01_05.556_312_1360.png,Detritus,Y,N,N,N,0.467995,0.7314119,0.8187737,0.5618354,-7.174884,33.549957,-17.968014,-56.31884,2.529766,14.447898,-32.184025,-15.949977,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_794_2017-09-26_05_59_54.309_466_788.png,Detritus,N,N,Y,N,0.6077433,0.8721377,0.07824266,0.71304786,-8.728185,-9.78659,-6.5933423,-62.610844,-32.49498,-23.79185,-34.474636,50.014015,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_460_2017-09-20_17_05_31.514_510_749.png,Detritus,N,N,N,Y,0.9988556,0.9134358,0.79743207,0.38643426,28.55599,-2.3324223,32.029068,-30.61342,-44.63653,-31.76981,50.24299,49.43416,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_931_2017-09-20_15_36_29.632_506_1972.png,Detritus,N,N,Y,N,0.9686459,0.84982866,0.26093715,0.9392031,-20.501947,57.77739,1.7121321,-57.66351,-9.114371,44.798355,46.03147,24.388344,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_942_2017-09-21_00_08_23.959_1616_1440.png,Detritus,N,Y,N,N,0.9171684,0.24093212,0.50237906,0.88235825,-18.932247,32.055996,-37.30239,-66.391846,12.219825,41.05444,-0.99335325,-6.8946123,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_343_2017-09-21_22_57_12.103_416_1964.png,Detritus,N,N,N,Y,0.7608889,0.9828332,0.6510163,0.49632952,-22.903183,14.453625,30.930014,-27.844984,-41.989376,42.453434,36.358803,51.389797,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_958_2017-09-20_15_36_29.632_1289_637.png,Detritus,N,N,N,Y,0.838995,0.6168894,0.7681323,0.49928927,1.7860404,20.819075,6.3491783,-48.93413,-20.97968,48.354515,-1.6170896,55.11585,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_895_2017-09-23_12_02_54.587_1580_1200.png,Detritus,Y,N,N,N,0.22341843,0.6603978,0.61466485,0.88142955,-28.214169,49.413235,-30.285227,-69.55894,-1.7298605,29.244062,39.594303,-16.905746,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_197_2017-09-21_21_39_17.997_901_871.png,Detritus,N,N,N,Y,0.90580094,0.966009,0.7619913,0.1416641,45.051342,-13.266905,28.200417,-57.223637,-7.8694625,0.13880683,-35.084625,20.810476,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_915_2017-09-20_18_01_09.974_19_1673.png,Detritus,N,N,N,Y,0.9367887,0.8185229,0.6969603,0.08473656,-25.624792,54.43517,-14.413644,-71.996864,12.074764,41.8743,0.03541542,-1.8897324,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_782_2017-09-21_18_07_51.879_1032_1095.png,Detritus,N,N,Y,N,0.82244974,0.5486787,0.455534,0.56583625,7.5632033,-14.712174,-10.771613,-59.745537,-0.23102906,0.7306636,36.121174,-9.470612,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_444_2017-09-21_18_18_59.744_309_164.png,Detritus,N,N,Y,N,0.8999033,0.846133,0.29492497,0.6873522,64.53103,0.058031444,10.088503,-46.168312,25.321888,-20.837553,23.709784,-9.894665,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-20_18_01_09.974_362_1043.png,Detritus,Y,N,N,N,0.15599695,0.8482611,0.6407507,0.67618906,-34.191563,54.114105,-31.128403,-62.855595,6.765134,18.571545,-10.56615,-0.4690407,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_164_2017-09-21_14_14_09.929_504_903.png,Detritus,N,N,N,Y,0.91678226,0.9901743,0.81373763,0.4933694,-6.7051063,21.926382,14.010642,-59.741314,3.8271842,-15.826085,18.520735,-18.732496,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-28_18_05_31.581_1596_832.png,Detritus,N,N,Y,N,0.58210903,0.9627577,0.03906511,0.6164142,-5.3575907,-6.3974905,-17.868507,-56.049793,6.6001363,5.9314733,23.810966,-29.284748,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-29_12_04_58.884_126_1452.png,Detritus,N,N,Y,N,0.52960795,0.5606222,0.06691066,0.6766945,-10.92309,9.600454,-29.278336,-39.557137,-23.888737,50.671246,-7.9869485,29.94371,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_911_2017-09-20_18_01_09.974_304_1824.png,Detritus,Y,N,N,N,0.3971888,0.9119472,0.53164023,0.9591159,-29.3762,50.46592,-23.718065,-72.293816,-10.715732,45.054173,48.097992,19.22458,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_894_2017-09-23_12_02_54.587_405_1715.png,Detritus,N,N,Y,N,0.73739046,0.5020299,0.071229614,0.69891065,-32.568474,55.32334,-29.937185,-71.92042,10.924035,41.259846,49.93642,9.610131,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_935_2017-09-20_23_57_16.170_607_1414.png,Detritus,N,N,Y,N,0.5009642,0.8426487,0.4898257,0.80016726,-17.246555,27.353891,0.840571,-54.808628,24.470669,3.3954117,2.8647397,4.6594954,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_933_2017-09-20_23_57_16.170_594_198.png,Detritus,N,N,N,Y,0.56896466,0.8991735,0.8559116,0.14872569,-11.008105,42.520782,-6.310204,-50.971786,15.664775,35.355045,42.094624,-4.525089,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-30_12_00_31.607_1233_0.png,Detritus,N,N,N,Y,0.799969,0.8171974,0.98400176,0.49429306,10.70072,-15.266293,-6.5077033,-56.980362,-2.1588519,37.773834,-53.054222,37.593273,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_913_2017-09-21_00_08_23.959_546_896.png,Detritus,Y,N,N,N,0.3504405,0.8431212,0.7773057,0.588935,-1.3821691,-11.579376,-0.15905419,-58.812866,16.509632,-34.481655,18.042664,-34.22758,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_624_2017-09-21_20_54_47.206_235_1523.png,Detritus,N,N,N,Y,0.962574,0.82971376,0.5568379,0.12786926,-5.848193,30.137556,-4.418468,-59.17032,-9.490065,-1.9915187,-44.750698,-11.468499,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_455_2017-09-21_03_28_42.304_793_1135.png,Detritus,N,N,N,Y,0.50518996,0.8615905,0.95347345,0.40671876,-27.146944,16.516157,-18.75196,-52.325077,-34.511055,43.42484,35.535942,34.645294,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-28_12_09_24.725_1344_1990.png,Detritus,Y,N,N,N,0.37023905,0.64199567,0.87797135,0.50491595,-25.143904,-9.524748,-25.521309,-48.41768,-20.171545,36.89987,-30.87898,-9.139055,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_257_2017-09-19_08_25_56.024_698_1427.png,Detritus,N,Y,N,N,0.59907335,0.4620849,0.6920637,0.6732326,-13.446002,28.584232,-6.4755063,-49.343727,10.8176365,27.317406,-2.2979944,-13.903287,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_941_2017-09-20_23_57_16.170_440_1084.png,Detritus,N,N,N,Y,0.62871027,0.8054527,0.9200981,0.40791842,10.609217,-14.834943,-10.227764,-63.52037,6.4774384,10.155766,-1.3091288,-51.0654,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_924_2017-09-22_06_00_04.648_110_1447.png,Detritus,N,N,Y,N,0.6709566,0.5340794,0.034882337,0.8081358,-27.03586,56.925934,-24.679394,-70.94668,-12.271843,43.00914,45.501667,24.79096,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_201_2017-09-16_02_13_04.215_VIDEOALE_924_400.png,Detritus,N,Y,N,N,0.8916336,0.4740235,0.97615564,0.9562752,2.1733031,-6.963437,20.923262,-33.33904,23.451788,-44.571808,-26.179482,8.926915,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_635_2017-09-30_06_04_25.087_744_1984.png,Detritus,N,N,N,Y,0.6180047,0.8407856,0.6079681,0.30391648,5.929669,-11.178611,-4.5303016,-56.964577,11.681834,15.35205,3.787531,-14.303509,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_685_2017-09-30_06_04_25.087_720_752.png,Detritus,N,N,Y,N,0.7084316,0.79876876,0.171553,0.79955643,-37.233902,64.58784,-19.99765,-62.714355,11.228259,47.158478,42.432587,14.44454,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_651_2017-09-20_23_46_08.531_1800_512.png,Detritus,N,N,Y,N,0.97530544,0.9486655,0.03127537,0.82948506,54.8905,-8.488204,48.570183,-23.359991,-1.5442066,37.84647,-13.495339,-19.672338,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-21_00_08_23.959_256_1486.png,Detritus,N,Y,N,N,0.5341698,0.42830276,0.79049015,0.9763959,-3.9843771,-6.2964363,-22.239132,-58.219654,19.061756,-14.702271,-0.7943368,-54.65893,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_417_2017-09-20_18_23_25.361_495_82.png,Detritus,N,N,N,Y,0.7505129,0.65884924,0.9440008,0.03447908,11.749545,-15.345007,-11.081617,-59.007816,-4.264165,17.690048,-26.566702,-8.444588,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_997_2017-09-20_15_36_29.632_671_908.png,Detritus,N,N,Y,N,0.93809754,0.97980726,0.48440835,0.98111373,1.8703705,20.026087,-1.0348747,-41.861156,7.8962955,-6.114337,2.1910262,-25.83687,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_254_2017-09-17_00_03_41.880_1727_518.png,Detritus,N,N,N,Y,0.6856751,0.87018365,0.99834096,0.24288476,4.1889195,-9.935384,12.122489,-56.976803,-6.7052107,-17.574778,-37.11848,72.65801,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_781_2017-09-22_03_57_39.662_1050_1954.png,Detritus,N,N,Y,N,0.5584883,0.98006195,0.045458544,0.666244,-10.068049,-12.5786295,13.311974,-38.914486,10.751344,18.28141,-8.6065445,7.918281,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_772_2017-09-22_03_57_39.662_854_0.png,Detritus,Y,N,N,N,0.054715052,0.50879425,0.500838,0.5133263,-27.27876,-10.131893,-33.612293,-28.412584,19.965809,-14.429088,7.394268,-28.912401,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_931_2017-09-21_12_00_37.243_763_425.png,Detritus,N,Y,N,N,0.66724855,0.2899856,0.8236055,0.8560742,8.215143,0.28364068,-27.115385,-57.90547,26.286272,-18.603804,28.651707,-36.094727,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_1000_2017-09-20_15_36_29.632_1988_1816.png,Detritus,N,N,Y,N,0.7242596,0.8516483,0.0024984528,0.8568579,-4.4002023,-11.207371,-20.041883,-62.90083,14.054545,17.3906,-23.164267,-5.1642885,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_686_2017-09-26_00_03_48.042_1148_1079.png,Detritus,Y,N,N,N,0.13388203,0.6964758,0.63386947,0.71405405,-23.435974,22.088923,-25.851332,-48.32285,-32.389267,41.888752,41.088696,35.79061,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_928_2017-09-22_06_00_04.648_0_43.png,Detritus,N,N,Y,N,0.58853126,0.8318962,0.10989274,0.7304222,-0.0055734557,-11.014818,3.5367217,-50.859703,-17.376589,-1.7107258,-36.197197,-24.932207,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-20_18_01_09.974_1421_1145.png,Detritus,N,Y,N,N,0.66178274,0.07281944,0.5503301,0.66318053,8.711376,0.97394466,-41.52416,-38.02343,-4.7306747,-5.9841204,23.065487,-18.101505,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_686_2017-09-30_06_04_25.087_688_835.png,Detritus,N,Y,N,N,0.9677433,0.39401776,0.6972368,0.9589323,-10.374658,42.46627,-20.527279,-61.76116,11.224659,47.190193,43.25056,21.449438,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_630_2017-09-27_17_58_50.106_1840_1908.png,Detritus,N,N,Y,N,0.9986248,0.9653962,0.41554445,0.9852409,-10.118074,51.188007,8.615672,-65.21017,-16.31866,45.018745,46.264423,6.9823165,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_638_2017-09-20_23_57_16.170_1569_1333.png,Detritus,Y,N,N,N,0.40765673,0.7579983,0.92491895,0.7286265,-11.802289,33.974083,-4.1181326,-51.377514,10.138653,24.964918,-10.401402,-11.448403,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_638_2017-09-26_00_03_48.042_163_865.png,Detritus,N,N,N,Y,0.8753942,0.8488281,0.74369943,0.41804916,-24.2939,48.4103,-17.22588,-65.672485,4.375811,21.860449,-29.916555,-14.452061,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_633_2017-09-22_11_56_11.306_1083_477.png,Detritus,N,N,N,Y,0.9843797,0.8383401,0.9962968,0.06814162,-24.289661,38.843,-30.240349,-40.067657,-36.86892,38.909893,27.042877,45.282143,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_687_2017-09-21_00_08_23.959_0_1733.png,Detritus,Y,N,N,N,0.06424034,0.7743471,0.5834171,0.9289571,-20.468292,-4.5813813,13.50795,-36.418144,-17.720846,-3.7892988,-17.937706,2.8828077,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_883_2017-09-21_15_32_03.701_278_1749.png,Detritus,N,N,N,Y,0.7292971,0.62225366,0.9985291,0.45483783,-5.6335874,26.101742,-23.036865,-68.323044,2.2079334,-20.980593,2.4245183,-63.25889,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_901_2017-09-23_06_06_47.168_25_1620.png,Detritus,N,N,Y,N,0.7520277,0.9484998,0.1570457,0.6410859,5.989421,-13.403315,13.056059,-52.40345,36.558865,-24.618313,-14.107162,-55.69571,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_389_2017-09-19_06_19_05.639_490_637.png,Detritus,N,N,Y,N,0.7330587,0.84054375,0.24501489,0.96046025,11.099594,-15.261949,-4.27476,-60.678593,-13.285338,-20.783571,-38.30905,-27.879513,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_924_2017-09-21_06_04_30.013_820_638.png,Detritus,N,Y,N,N,0.7110729,0.44316772,0.88329476,0.6191116,-24.646246,39.34045,-33.695744,-63.549274,-42.8802,37.09019,27.378351,29.828226,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-29_05_57_44.317_0_310.png,Detritus,N,N,Y,N,0.6133443,0.9565535,0.48447862,0.5889459,-24.144894,45.356888,6.9765077,-48.034805,-9.920168,2.4548726,-8.957381,7.607889,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_897_2017-09-20_23_57_16.170_865_1472.png,Detritus,Y,N,N,N,0.26340342,0.5209684,0.8521026,0.8609869,-16.478464,26.424948,-44.221107,-43.645374,1.3079214,29.8695,48.881577,9.550997,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_229_2017-09-21_12_11_44.914_1478_0.png,Detritus,Y,N,N,N,0.20507838,0.93167365,0.9651158,0.7156768,-14.638149,6.5640264,-19.907972,-49.069664,20.724524,28.589258,37.87529,-6.2268906,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_629_2017-09-22_03_57_39.662_0_242.png,Detritus,N,Y,N,N,0.6210535,0.1046874,0.89173734,0.87645596,-16.462341,38.74154,-17.104628,-65.94156,-51.61003,15.101316,-3.17706,7.2688427,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_686_2017-09-21_12_00_37.243_1825_1020.png,Detritus,N,N,Y,N,0.68271476,0.6641304,0.30195144,0.5483547,-22.459223,41.58702,-18.4033,-68.823166,9.204336,34.653732,41.236214,-2.3956215,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_169_2017-09-21_11_27_13.664_1419_688_-_Cópia.png,Detritus,N,Y,N,N,0.96087986,0.055950623,0.9892825,0.98058265,24.60351,-10.155392,52.343727,68.98013,-2.287569,-4.598186,-21.61235,-57.87754,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_631_2017-09-27_00_10_30.061_908_116.png,Detritus,N,N,N,Y,0.79131645,0.96857977,0.9244159,0.034833483,-24.704117,17.375273,-18.728092,-51.000744,-42.221596,40.089737,36.684666,45.260048,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_162_2017-09-16_16_18_38.403_101_0.png,Detritus,N,N,Y,N,0.52619046,0.743987,0.034463692,0.5521384,-20.337898,26.004063,-15.040952,-61.352177,-22.08281,-21.737494,14.998843,41.485954,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_228_2017-10-06_20_57_23.135_1711_1499.png,Detritus,Y,N,N,N,0.21871588,0.92930794,0.66503185,0.8911347,-38.635635,64.16394,9.002418,-46.5174,44.33465,14.567406,-9.384641,-46.48686,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_687_2017-09-28_18_05_31.581_612_1569.png,Detritus,Y,N,N,N,0.49097985,0.7131207,0.59225124,0.69911593,-14.0468445,-8.115075,-21.754107,-59.346245,4.048323,-13.073457,11.927262,15.7344,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_686_2017-09-25_00_01_52.236_80_578.png,Detritus,Y,N,N,N,0.09827198,0.91619205,0.72494274,0.56303096,-23.037167,31.692848,-19.688715,-56.458683,-5.2787495,-9.508662,-25.542944,-0.417213,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_914_2017-09-22_18_03_26.967_645_241.png,Detritus,N,N,N,Y,0.9174744,0.87731344,0.5074951,0.41784993,-20.340685,46.5052,-24.784107,-71.86023,-1.2117834,26.279446,17.04631,-1.2876542,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_905_2017-09-21_00_08_23.959_1702_287.png,Detritus,N,N,Y,N,0.8146597,0.77520233,0.26517972,0.7910098,-21.234667,45.192776,-29.57113,-55.092644,2.0477595,21.422445,16.744305,-9.727606,3
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_746_2017-09-27_12_02_43.349_1353_1705.png,Detritus,Y,N,Y,N,0.48703098,0.9860665,0.1569858,0.51910335,-11.275328,31.91176,20.79704,-53.904045,11.877254,18.707079,-28.658197,-19.055887,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_94_2017-09-18_02_07_59.208_1914_780.png,Detritus,N,N,Y,Y,0.66472256,0.71310085,0.26175585,0.37359348,7.1912155,-12.286446,-15.116705,-63.142025,26.210604,-16.491617,16.30777,-7.9726973,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_930_2017-09-20_18_01_09.974_224_1383.png,Detritus,N,N,Y,Y,0.84642094,0.8067288,0.38477528,0.3569065,8.020426,-8.259631,-2.165361,-61.763077,-6.2996984,-1.6259551,-37.566216,-13.373824,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_906_2017-09-22_03_57_39.662_1854_1615.png,Detritus,N,N,Y,Y,0.87664354,0.73068315,0.021319551,0.21172947,-20.416388,49.130505,-27.882845,-70.62004,-33.13489,44.777935,30.281027,29.838839,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_922_2017-09-22_18_03_26.967_1731_724.png,Detritus,N,N,Y,Y,0.7758568,0.7193864,0.13823037,0.056453574,-25.627317,41.73427,-25.401667,-69.32629,9.492167,35.12429,13.707986,-1.2903781,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_898_2017-09-25_05_57_58.288_1334_980.png,Detritus,N,Y,Y,N,0.74254626,0.13117245,0.49881572,0.52007735,-27.888218,40.35535,-35.73326,-52.763935,-17.839077,36.560955,35.725365,34.4953,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_637_2017-09-30_00_19_26.844_1084_1025.png,Detritus,N,N,Y,Y,0.81179976,0.9972319,0.04880611,0.10116759,-29.212057,48.706455,35.557396,-25.536718,3.8000252,44.20742,-31.36808,32.272526,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_952_2017-09-20_23_57_16.170_1932_1326.png,Detritus,N,N,Y,Y,0.5615886,0.6963063,0.41646123,0.11137614,-22.071787,11.930017,-37.704784,-29.423336,19.718195,43.17453,7.5695496,33.05071,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_893_2017-09-23_06_06_47.168_908_1214.png,Detritus,N,Y,N,Y,0.85343033,0.15217625,0.6076926,0.204034,-0.802195,20.069315,-39.87405,-60.529404,-20.756504,45.65222,0.5980101,51.850754,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_148_2017-09-21_11_27_13.664_1562_16_-_Cópia.png,Detritus,N,Y,N,Y,0.9591564,0.031722587,0.99147075,0.17651367,2.05986,36.734215,52.351242,68.97868,-3.6920156,30.140953,-49.536236,-14.333811,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_686_2017-09-28_06_02_10.259_1318_1565.png,Detritus,Y,Y,N,N,0.055594638,0.1113205,0.6332738,0.74537694,-30.396236,25.629679,-40.875267,-41.61251,9.731904,13.191354,23.675793,-2.8626761,2
,,,../../Detritus/Dataset-Detritus-Bubble/val/Detritus/frame_929_2017-09-21_12_00_37.243_129_641.png,Detritus,N,Y,Y,N,0.59163994,0.005832126,0.030972494,0.73606014,-11.2951145,29.0354,-54.515713,-58.035828,10.114041,22.891228,10.516751,-30.572136,2
